id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,trip_minutes,pickup_hour,pickup_dayofweek,trip_distance_km
id3612942,1,2016-05-03 06:40:45,2016-05-03 06:45:29,1,-73.98197937011719,40.762451171875,-73.99095916748048,40.75014114379882,N,284,4.733333333333333,6,Tuesday,1.5629021033967463
id2647796,2,2016-01-10 17:11:00,2016-01-10 17:32:18,1,-74.00464630126953,40.73760223388672,-73.95529174804686,40.77791213989258,N,1278,21.3,17,Sunday,6.1093758517525485
id2111909,2,2016-02-09 09:50:18,2016-02-09 10:02:52,1,-74.00399017333984,40.725887298583984,-74.00539398193358,40.74600601196289,N,754,12.566666666666666,9,Tuesday,2.23881691846579
id0756174,2,2016-02-17 11:46:25,2016-02-17 11:55:26,1,-73.97770690917967,40.738086700439446,-73.98029327392578,40.74549865722656,N,541,9.016666666666667,11,Wednesday,0.8519540145124092
id3973647,2,2016-06-01 06:29:25,2016-06-01 06:32:46,5,-73.95599365234375,40.7789306640625,-73.95455932617188,40.769569396972656,N,201,3.35,6,Wednesday,1.0472511679360297
id0211516,2,2016-03-14 02:16:35,2016-03-14 02:26:36,2,-74.00047302246092,40.73004150390625,-73.98760986328125,40.76124954223633,N,601,10.016666666666667,2,Monday,3.6331503222474355
id3266756,2,2016-04-08 21:38:00,2016-04-08 21:56:41,1,-73.97225189208984,40.76507186889648,-73.99698638916014,40.724891662597656,N,1121,18.683333333333334,21,Friday,4.926759385224768
id1163018,2,2016-02-20 14:13:06,2016-02-20 14:21:17,2,-73.99000549316406,40.73915863037109,-73.97779846191406,40.74388122558594,N,491,8.183333333333334,14,Saturday,1.154007323320938
id1018329,2,2016-04-21 23:57:38,2016-04-22 00:02:18,1,-73.9859619140625,40.7598876953125,-73.98934173583984,40.771308898925774,N,280,4.666666666666667,23,Thursday,1.3006701631198643
id3352969,2,2016-06-16 17:24:24,2016-06-16 17:34:11,1,-74.00018310546875,40.725372314453125,-73.99172210693358,40.73809814453125,N,587,9.783333333333333,17,Thursday,1.583500873195679
id2102663,1,2016-03-17 07:27:09,2016-03-17 07:39:19,1,-73.99881744384764,40.74468994140625,-73.98323822021484,40.75590133666992,N,730,12.166666666666666,7,Thursday,1.8089442204365975
id0255285,2,2016-06-12 12:04:08,2016-06-12 12:09:47,1,-73.99578094482422,40.72536849975586,-74.0041275024414,40.7334213256836,N,339,5.65,12,Sunday,1.1379009073621416
id1184066,2,2016-04-05 20:40:04,2016-04-05 20:55:49,1,-73.97087860107422,40.76105117797852,-73.94424438476561,40.7275276184082,N,945,15.75,20,Tuesday,4.348126040572373
id0838156,1,2016-04-19 18:27:44,2016-04-19 18:52:00,1,-74.0042266845703,40.721874237060554,-73.9830551147461,40.76475524902344,N,1456,24.266666666666666,18,Tuesday,5.087633994808736
id0975721,2,2016-01-07 14:35:46,2016-01-07 14:46:23,2,-73.97341918945312,40.76080322265625,-73.97725677490233,40.774356842041016,N,637,10.616666666666667,14,Thursday,1.5403883260403493
id3802558,2,2016-03-26 01:29:26,2016-03-26 01:46:20,1,-73.9500274658203,40.82632827758789,-73.87490844726561,40.82683181762695,N,1014,16.9,1,Saturday,6.316815662410896
id2723240,2,2016-03-07 14:48:43,2016-03-07 14:54:39,1,-73.961669921875,40.773868560791016,-73.9685821533203,40.7641830444336,N,356,5.933333333333334,14,Monday,1.223457195912616
id3028021,2,2016-04-06 20:20:48,2016-04-06 20:26:41,1,-73.97203826904298,40.754070281982415,-73.95870971679686,40.76726913452149,N,353,5.883333333333334,20,Wednesday,1.8465882255514052
id1724964,2,2016-03-25 11:28:03,2016-03-25 11:42:03,5,-73.96263122558594,40.76989364624024,-73.9852523803711,40.7359504699707,N,840,14.0,11,Friday,4.225370738945857
id2515486,2,2016-03-19 23:26:54,2016-03-19 23:33:21,1,-73.99067687988281,40.7283592224121,-73.98336029052734,40.74161148071289,N,387,6.45,23,Saturday,1.5963336850416538
id1574475,1,2016-06-03 06:54:27,2016-06-03 06:56:50,1,-73.96432495117188,40.75675201416016,-73.96894073486328,40.759143829345696,N,143,2.3833333333333333,6,Friday,0.4707451840120017
id3769456,2,2016-04-19 15:27:35,2016-04-19 15:33:20,6,-73.99425506591797,40.746139526367195,-73.99288177490233,40.73741912841797,N,345,5.75,15,Tuesday,0.9759287556397849
id2723983,1,2016-02-18 12:18:46,2016-02-18 12:25:57,1,-73.95645141601561,40.81845474243164,-73.96058654785155,40.80778884887695,N,431,7.183333333333334,12,Thursday,1.2352196381707354
id0134473,1,2016-03-28 20:34:50,2016-03-28 20:40:48,1,-73.96805572509764,40.801387786865234,-73.9695816040039,40.79021835327149,N,358,5.966666666666667,20,Monday,1.2478248430857959
id2087791,1,2016-04-26 11:47:26,2016-04-26 11:54:29,2,-73.97949981689453,40.78494644165039,-73.98467254638672,40.77682876586913,N,423,7.05,11,Tuesday,1.001596951170637
id3482104,2,2016-02-17 13:44:10,2016-02-17 14:00:14,2,-73.96835327148438,40.76300048828125,-73.98335266113281,40.75992584228516,N,964,16.066666666666666,13,Wednesday,1.3079146343148973
id2263469,2,2016-05-03 21:35:44,2016-05-03 21:40:40,1,-73.9679183959961,40.75135040283203,-73.96381378173827,40.76153945922852,N,296,4.933333333333334,21,Tuesday,1.183803586958368
id1284636,2,2016-05-25 22:54:18,2016-05-25 23:00:23,4,-73.99165344238281,40.73857879638672,-73.9774169921875,40.75056076049805,N,365,6.083333333333333,22,Wednesday,1.7915059388423622
id1968807,2,2016-06-14 08:51:05,2016-06-14 08:58:02,1,-73.97344207763672,40.74386978149414,-73.97308349609375,40.75395965576172,N,417,6.95,8,Tuesday,1.1216447236642266
id3598687,2,2016-03-16 12:06:33,2016-03-16 12:52:21,6,-73.8709716796875,40.77371597290039,-73.98531341552734,40.75778198242188,N,2748,45.8,12,Wednesday,9.785060194716245
id0795843,2,2016-03-03 21:18:57,2016-03-03 21:21:32,5,-73.9918212890625,40.74432373046875,-73.99202728271484,40.73810195922852,N,155,2.5833333333333335,21,Thursday,0.6916125365043888
id3533623,1,2016-01-30 18:41:36,2016-01-30 18:58:44,1,-74.00450134277344,40.72486114501953,-73.99527740478516,40.743816375732415,Y,1028,17.133333333333333,18,Saturday,2.245035819761883
id1883317,1,2016-04-23 23:04:22,2016-04-23 23:24:58,4,-73.97236633300781,40.794071197509766,-73.9715805053711,40.75038146972656,N,1236,20.6,23,Saturday,4.85547634536844
id0694888,2,2016-06-19 19:40:21,2016-06-19 19:45:02,3,-73.99130249023438,40.75041961669922,-73.97736358642578,40.756938934326165,N,281,4.683333333333334,19,Sunday,1.3790033405206228
id2470463,2,2016-03-19 14:10:50,2016-03-19 14:13:37,1,-73.98265838623048,40.74541473388672,-73.97864532470702,40.75102996826172,N,167,2.783333333333333,14,Saturday,0.7095831709056971
id0174072,2,2016-05-01 17:14:23,2016-05-01 17:34:30,1,-73.87062835693358,40.77361297607422,-73.90187072753906,40.720516204833984,N,1207,20.116666666666667,17,Sunday,6.460084907024853
id1068782,1,2016-06-30 12:13:46,2016-06-30 12:22:54,1,-73.98154449462889,40.74967193603516,-73.97086334228516,40.764114379882805,N,548,9.133333333333333,12,Thursday,1.839601266835158
id2134727,1,2016-02-12 19:13:23,2016-02-12 19:50:35,1,-73.78819274902342,40.64162826538086,-73.91358947753906,40.70063400268555,N,2232,37.2,19,Friday,12.43774904543578
id3456030,1,2016-04-09 00:20:43,2016-04-09 00:33:56,1,-73.97180938720702,40.75334167480469,-73.98628997802734,40.759811401367195,N,793,13.216666666666667,0,Saturday,1.4151520575254681
id3179482,1,2016-04-25 21:08:36,2016-04-25 21:32:55,1,-73.9537353515625,40.7669677734375,-73.9325180053711,40.69732666015625,N,1459,24.316666666666666,21,Monday,7.942438664289626
id2250725,1,2016-04-17 14:11:23,2016-04-17 15:06:38,1,-74.00009155273438,40.75851440429688,-73.78280639648438,40.64878845214844,N,3315,55.25,14,Sunday,21.994122824932113
id2085779,1,2016-04-12 05:08:15,2016-04-12 05:19:48,1,-73.95062255859375,40.78572845458984,-73.91159057617188,40.843563079833984,N,693,11.55,5,Tuesday,7.216705296819615
id2947344,1,2016-02-28 15:52:23,2016-02-28 15:58:29,1,-73.95735931396483,40.77679443359375,-73.95814514160156,40.76591110229492,N,366,6.1,15,Sunday,1.2112182312059803
id0400406,2,2016-01-04 20:49:22,2016-01-04 21:03:48,1,-73.99187469482422,40.754669189453125,-73.95281982421875,40.78038024902344,N,866,14.433333333333334,20,Monday,4.355146371321935
id2876860,1,2016-05-14 13:16:34,2016-05-14 13:33:52,2,-74.00173950195312,40.71958160400391,-73.98271942138672,40.756790161132805,N,1038,17.3,13,Saturday,4.434112359392971
id1650862,2,2016-01-08 21:19:41,2016-01-08 21:30:57,1,-73.98689270019531,40.76165008544922,-73.9664306640625,40.79452896118164,N,676,11.266666666666667,21,Friday,4.039070609669886
id1196805,2,2016-05-21 20:31:32,2016-05-21 20:38:51,1,-73.9705810546875,40.78874969482422,-73.98816680908203,40.76447677612305,N,439,7.316666666666666,20,Saturday,3.0766158203472256
id1184919,2,2016-03-11 21:52:30,2016-03-11 22:11:20,5,-73.9452896118164,40.802051544189446,-73.99205017089844,40.7393684387207,N,1130,18.833333333333332,21,Friday,8.00043773838143
id0026514,2,2016-06-05 22:19:31,2016-06-05 22:28:19,1,-73.99568176269531,40.759159088134766,-73.98066711425781,40.74792098999024,N,528,8.8,22,Sunday,1.7768275242311267
id0854864,1,2016-03-03 16:08:08,2016-03-03 16:33:53,2,-73.97122955322266,40.76311874389648,-73.96755981445312,40.80271911621094,N,1545,25.75,16,Thursday,4.411415913979687
id2625254,2,2016-02-16 23:10:08,2016-02-16 23:18:00,1,-73.97762298583984,40.75323867797852,-73.96025085449219,40.76292037963867,N,472,7.866666666666666,23,Tuesday,1.815433738077045
id2604789,2,2016-04-17 11:02:31,2016-04-17 11:09:33,1,-73.99141693115233,40.7501335144043,-73.98772430419923,40.7414436340332,N,422,7.033333333333333,11,Sunday,1.0144723908891984
id1525506,2,2016-04-09 13:37:39,2016-04-09 13:53:45,1,-73.97523498535155,40.75824737548828,-73.98270416259764,40.75501251220703,N,966,16.1,13,Saturday,0.7242365668317188
id0595688,2,2016-03-20 10:54:18,2016-03-20 11:04:35,1,-73.98133850097656,40.75231552124024,-73.98748016357422,40.728900909423835,N,617,10.283333333333333,10,Sunday,2.652837997361176
