id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,trip_minutes,pickup_hour,pickup_dayofweek,trip_distance_km
id2215377,2,2016-01-08 20:16:44,2016-01-08 20:24:15,2,-73.97445678710938,40.74669647216797,-73.9882583618164,40.731178283691406,N,451,7.516666666666667,20,Friday,2.079465043965065
id2071685,2,2016-05-07 23:50:58,2016-05-08 00:16:49,1,-73.98281860351561,40.77186584472656,-73.99869537353516,40.74217224121094,N,1551,25.85,23,Saturday,3.5600725534155946
id0125978,1,2016-04-07 22:25:20,2016-04-07 22:39:31,2,-73.98259735107422,40.77240753173828,-73.97190856933594,40.757171630859375,N,851,14.183333333333334,22,Thursday,1.9172613603582258
id0166375,2,2016-06-23 08:34:02,2016-06-23 08:42:28,2,-73.9764633178711,40.73963928222656,-73.98709869384764,40.71372985839844,N,506,8.433333333333334,8,Thursday,3.0152787935993457
id0741645,2,2016-04-18 09:02:53,2016-04-18 09:28:51,1,-73.97125244140625,40.7513427734375,-73.99596405029298,40.73304748535156,N,1558,25.966666666666665,9,Monday,2.9089798634176853
id3320934,2,2016-06-09 15:42:09,2016-06-09 15:58:22,1,-74.01373291015625,40.71343231201172,-74.00730895996092,40.74331665039063,N,973,16.216666666666665,15,Thursday,3.3646740824977295
id3929712,1,2016-01-16 15:10:39,2016-01-16 15:21:43,1,-73.97594451904298,40.77880096435546,-73.96828460693358,40.79948806762695,N,664,11.066666666666666,15,Saturday,2.3874837428052276
id2903050,1,2016-03-17 21:19:34,2016-03-17 22:00:13,1,-73.97853088378906,40.7564811706543,-74.0322265625,40.620941162109375,N,2439,40.65,21,Thursday,15.726790278450093
id0804868,1,2016-06-21 14:04:05,2016-06-21 14:58:57,1,-73.98873138427734,40.74869155883789,-73.95455932617188,40.78946685791016,N,3292,54.86666666666667,14,Tuesday,5.366785951807339
id0259491,2,2016-02-10 13:58:06,2016-02-10 14:16:15,6,-73.95321655273438,40.767723083496094,-73.98131561279298,40.77740478515625,N,1089,18.15,13,Wednesday,2.597948243059908
id0759124,2,2016-02-25 07:49:34,2016-02-25 08:02:52,1,-73.98311614990233,40.7347412109375,-73.99215698242188,40.753902435302734,N,798,13.3,7,Thursday,2.261251560644703
id0466201,1,2016-05-17 18:15:41,2016-05-17 18:23:58,1,-73.978271484375,40.76338958740234,-73.96485900878906,40.77115249633789,N,497,8.283333333333333,18,Tuesday,1.4207137008782644
id0244719,1,2016-06-10 18:22:56,2016-06-10 18:37:54,1,-73.98085021972656,40.74527359008789,-74.0042495727539,40.742618560791016,N,898,14.966666666666667,18,Friday,1.9920126744768019
id3256282,2,2016-03-03 18:48:37,2016-03-03 18:58:58,3,-73.95748138427734,40.7658805847168,-73.93892669677734,40.794971466064446,N,621,10.35,18,Thursday,3.5900126637201915
id2136811,1,2016-05-26 07:59:36,2016-05-26 08:15:30,1,-73.96787261962889,40.802364349365234,-73.95632934570312,40.77991485595703,N,954,15.9,7,Thursday,2.6770690179889076
id2911319,1,2016-05-12 20:45:32,2016-05-12 20:51:18,1,-73.9671401977539,40.76174545288086,-73.94715118408203,40.7800178527832,N,346,5.766666666666667,20,Thursday,2.6368430177936513
id3484468,2,2016-03-06 18:42:50,2016-03-06 18:52:20,1,-73.9693603515625,40.75749588012695,-73.9840087890625,40.763702392578125,N,570,9.5,18,Sunday,1.4127674717750203
id0777288,1,2016-03-28 16:19:05,2016-03-28 16:31:56,1,-73.97518920898438,40.752559661865234,-73.97154235839844,40.763633728027344,N,771,12.85,16,Monday,1.2683155627623608
id0771799,2,2016-02-22 21:43:58,2016-02-22 22:06:29,1,-73.99114227294923,40.750347137451165,-73.95600128173827,40.7723503112793,N,1351,22.516666666666666,21,Monday,3.837609640995229
id3025788,1,2016-03-21 09:16:41,2016-03-21 09:22:42,1,-73.94279479980467,40.74981689453125,-73.94290924072266,40.75154876708984,Y,361,6.016666666666667,9,Monday,0.19269551848298047
id2240877,1,2016-01-27 13:58:52,2016-01-27 14:00:03,1,-73.98220825195312,40.74574661254882,-73.982177734375,40.7457275390625,N,71,1.1833333333333333,13,Wednesday,0.0033307087026466435
id0387253,2,2016-04-25 19:01:55,2016-04-25 19:20:54,5,-73.98258972167967,40.731155395507805,-73.90607452392578,40.74151611328125,N,1139,18.983333333333334,19,Monday,6.544781932625427
id2411755,2,2016-03-21 23:21:12,2016-03-21 23:34:43,3,-73.97229766845702,40.74243927001953,-73.91973876953125,40.7625732421875,N,811,13.516666666666667,23,Monday,4.958015167453052
id3255495,1,2016-01-04 23:06:17,2016-01-04 23:19:27,1,-74.00273895263672,40.723724365234375,-73.97501373291014,40.76177215576172,N,790,13.166666666666666,23,Monday,4.82964123048917
id2225526,2,2016-05-15 09:25:38,2016-05-15 09:30:06,2,-73.9925765991211,40.73025131225586,-74.00495147705078,40.71567153930664,N,268,4.466666666666667,9,Sunday,1.926435293522342
id2108393,1,2016-01-24 13:47:01,2016-01-24 13:55:23,1,-73.96553802490233,40.80606842041016,-73.97572326660156,40.7920036315918,N,502,8.366666666666667,13,Sunday,1.782395721371536
id2845469,1,2016-03-27 01:26:22,2016-03-27 01:51:07,1,-73.99277496337889,40.74740982055664,-73.92237854003906,40.76725006103516,N,1485,24.75,1,Sunday,6.3225037398034845
id2533212,2,2016-04-28 16:00:09,2016-04-28 16:09:38,1,-73.94882965087889,40.77671051025391,-73.9623794555664,40.77471160888672,N,569,9.483333333333333,16,Thursday,1.161676972216123
id2460537,1,2016-06-05 14:10:41,2016-06-05 14:29:43,1,-73.98848724365233,40.76570510864258,-73.96372985839844,40.76542282104492,N,1142,19.033333333333335,14,Sunday,2.0839361703862727
id2509196,2,2016-02-21 13:50:39,2016-02-21 13:59:16,2,-73.99221038818358,40.74916458129882,-73.98130798339844,40.74118423461913,N,517,8.616666666666667,13,Sunday,1.2763024857702006
id3313598,2,2016-04-25 09:34:19,2016-04-25 09:40:26,1,-73.96405792236328,40.75712585449219,-73.97179412841797,40.7576560974121,N,367,6.116666666666666,9,Monday,0.6538565990379398
id2531096,1,2016-04-25 19:45:21,2016-04-25 19:56:07,1,-73.98979949951173,40.7342643737793,-73.98802185058595,40.75072479248047,N,646,10.766666666666667,19,Monday,1.8352787786386753
id0140350,1,2016-02-26 08:03:31,2016-02-26 08:06:30,1,-73.95397186279298,40.778934478759766,-73.95000457763672,40.784454345703125,N,179,2.9833333333333334,8,Friday,0.6983504541030046
id3865577,2,2016-04-06 06:41:12,2016-04-06 06:52:15,1,-73.98799896240233,40.73787307739258,-74.01370239257811,40.71490097045898,N,663,11.05,6,Wednesday,3.3469630835043023
id3038178,2,2016-06-01 19:16:32,2016-06-01 19:22:15,1,-73.99591064453125,40.73283004760742,-73.99993133544923,40.742691040039055,N,343,5.716666666666667,19,Wednesday,1.1469075663149393
id3436679,1,2016-05-18 12:25:30,2016-05-18 12:42:15,1,-73.9492645263672,40.828369140625,-73.97449493408203,40.785770416259766,N,1005,16.75,12,Wednesday,5.187718053549915
id3080578,1,2016-03-28 10:15:42,2016-03-28 10:26:54,1,-73.98200988769531,40.73197555541992,-73.9539794921875,40.76457977294922,N,672,11.2,10,Monday,4.323862324748168
id1018715,2,2016-02-03 23:26:23,2016-02-03 23:39:11,1,-73.95457458496092,40.765491485595696,-73.9905014038086,40.75096893310546,N,768,12.8,23,Wednesday,3.4277743662410223
id2385285,1,2016-03-07 15:09:25,2016-03-07 15:13:04,1,-73.98260498046875,40.756778717041016,-73.98139190673827,40.76302337646485,N,219,3.65,15,Monday,0.7014103084202243
id3032729,1,2016-06-18 00:44:40,2016-06-18 00:56:14,1,-73.9935302734375,40.749858856201165,-73.98760223388672,40.73834228515625,N,694,11.566666666666666,0,Saturday,1.3736563005138602
id1811424,2,2016-03-05 19:29:02,2016-03-05 19:34:41,1,-73.96851348876953,40.75775146484375,-73.957275390625,40.770050048828125,N,339,5.65,19,Saturday,1.662076855061274
id3163784,2,2016-02-14 14:59:13,2016-02-14 15:52:21,1,-73.78982543945312,40.6470832824707,-73.92937469482422,40.7377815246582,N,3188,53.13333333333333,14,Sunday,15.486602091520504
id0085201,1,2016-06-16 00:40:44,2016-06-16 00:59:37,1,-73.98802185058595,40.72063827514648,-73.92436981201173,40.69291305541992,N,1133,18.883333333333333,0,Thursday,6.184122219777672
id0180522,2,2016-03-10 17:15:26,2016-03-10 17:26:24,2,-73.96440887451173,40.797157287597656,-73.9766082763672,40.76508712768555,N,658,10.966666666666667,17,Thursday,3.7086943914540664
id0429468,2,2016-06-08 14:24:55,2016-06-08 14:43:31,1,-73.95375061035155,40.76691818237305,-73.98204040527344,40.77933883666992,N,1116,18.6,14,Wednesday,2.7519034844624692
id0964679,2,2016-06-21 08:01:05,2016-06-21 08:10:07,1,-73.987060546875,40.73944854736328,-73.99314880371094,40.74966049194336,N,542,9.033333333333333,8,Tuesday,1.2451971752079085
id3048840,2,2016-02-07 13:57:53,2016-02-07 14:02:36,1,-73.9549560546875,40.780033111572266,-73.94915008544923,40.7816162109375,N,283,4.716666666666667,13,Sunday,0.519254965390197
id3597069,1,2016-02-16 16:08:17,2016-02-16 16:15:57,1,-73.95331573486328,40.76739883422852,-73.96874237060547,40.7574462890625,Y,460,7.666666666666667,16,Tuesday,1.7056187783934549
id2776859,1,2016-06-16 09:06:15,2016-06-16 09:29:39,1,-73.97238922119139,40.74622344970703,-74.00240325927734,40.7165412902832,N,1404,23.4,9,Thursday,4.155422208905739
id0646839,2,2016-05-30 08:40:44,2016-05-30 08:55:36,1,-74.01445007324217,40.703170776367195,-73.99652099609375,40.753509521484375,N,892,14.866666666666667,8,Monday,5.794076741957846
id0018898,1,2016-05-07 18:44:31,2016-05-07 18:55:44,1,-73.97978210449217,40.765670776367195,-73.9911117553711,40.74989318847656,N,673,11.216666666666667,18,Saturday,1.995870181142721
id0957375,1,2016-06-29 22:40:06,2016-06-29 22:47:01,1,-73.95771789550781,40.80122756958008,-73.94852447509764,40.81573867797852,N,415,6.916666666666667,22,Wednesday,1.7883644891204944
id0836617,1,2016-06-18 08:32:29,2016-06-18 08:42:06,1,-73.98045349121092,40.73451614379882,-74.00810241699219,40.73908996582031,N,577,9.616666666666667,8,Saturday,2.3829094497190595
id3891945,1,2016-01-22 12:42:34,2016-01-22 13:05:03,1,-73.9715805053711,40.750144958496094,-74.0030746459961,40.73128509521485,N,1349,22.483333333333334,12,Friday,3.379918326920681
id0164329,1,2016-01-26 00:16:57,2016-01-26 00:25:37,1,-73.9924087524414,40.74121856689453,-73.97432708740233,40.746883392333984,N,520,8.666666666666666,0,Tuesday,1.6473525720039877
id1764570,2,2016-04-30 12:43:31,2016-04-30 12:50:08,1,-73.98873138427734,40.77812957763672,-73.97351837158203,40.785400390625,N,397,6.616666666666666,12,Saturday,1.5137503568965454
id3277496,1,2016-02-28 12:16:17,2016-02-28 12:40:17,1,-73.96818542480467,40.80063629150391,-73.86560821533203,40.770950317382805,N,1440,24.0,12,Sunday,9.239722567082651
id2729077,2,2016-02-03 08:37:09,2016-02-03 08:51:49,1,-73.95564270019531,40.819648742675774,-73.99018096923827,40.77204895019531,N,880,14.666666666666666,8,Wednesday,6.0350270619539845
id3650684,2,2016-05-12 01:10:40,2016-05-12 01:23:18,1,-73.9678192138672,40.75983047485352,-73.99321746826173,40.72629928588867,N,758,12.633333333333333,1,Thursday,4.296142427754301
id2758593,1,2016-02-01 18:26:48,2016-02-01 18:35:33,1,-73.96974945068358,40.78549575805664,-73.98593902587889,40.77797317504882,N,525,8.75,18,Monday,1.5982999365232347
id2006864,2,2016-06-28 13:10:25,2016-06-28 13:20:18,1,-73.95787048339844,40.765300750732415,-73.96891784667967,40.7611198425293,N,593,9.883333333333333,13,Tuesday,1.0394441595690562
id1268584,1,2016-06-22 14:42:48,2016-06-22 15:12:27,1,-73.9817123413086,40.777950286865234,-73.97990417480467,40.74472427368164,N,1779,29.65,14,Wednesday,3.6953798502519675
id1947317,2,2016-04-04 08:32:34,2016-04-04 08:43:39,1,-73.96112823486328,40.768909454345696,-73.97039794921875,40.75991821289063,N,665,11.083333333333334,8,Monday,1.2676803963211392
id1718893,1,2016-02-07 12:00:27,2016-02-07 12:05:51,1,-74.00182342529298,40.730327606201165,-73.99742126464844,40.722312927246094,N,324,5.4,12,Sunday,0.9647087803006908
id1393943,1,2016-04-06 19:05:09,2016-04-06 19:14:59,1,-73.97277069091797,40.764495849609375,-73.95329284667967,40.772579193115234,N,590,9.833333333333334,19,Wednesday,1.869250873831994
id3487839,2,2016-04-10 20:25:30,2016-04-10 20:36:27,6,-73.9500732421875,40.81169891357422,-73.94194793701173,40.78701019287109,N,657,10.95,20,Sunday,2.8273998294380314
id3934503,2,2016-03-06 00:37:16,2016-03-06 00:42:46,5,-73.98504638671875,40.72801971435546,-73.99187469482422,40.726192474365234,N,330,5.5,0,Sunday,0.6098328333439181
id1051330,2,2016-06-22 19:01:45,2016-06-22 19:16:48,2,-73.98990631103516,40.75601577758789,-73.96826171875,40.76028060913086,N,903,15.05,19,Wednesday,1.8825478962533089
id0734192,2,2016-04-17 11:34:25,2016-04-17 11:46:03,1,-73.98217010498048,40.77513122558594,-73.9788589477539,40.7559814453125,N,698,11.633333333333333,11,Sunday,2.1461919002053294
id2635184,2,2016-01-04 20:10:34,2016-01-04 20:22:19,2,-73.97997283935547,40.75479888916016,-73.97310638427734,40.76432037353516,N,705,11.75,20,Monday,1.205640707324351
id2360131,1,2016-01-15 15:49:09,2016-01-15 15:59:08,1,-73.87079620361328,40.7737693786621,-73.89249420166014,40.74704360961913,N,599,9.983333333333333,15,Friday,3.486528547370751
id3140436,1,2016-01-30 08:18:39,2016-01-30 08:53:50,2,-74.01762390136719,40.70930862426758,-73.7763442993164,40.64601516723633,N,2111,35.18333333333333,8,Saturday,21.516145511112416
id1570019,1,2016-05-07 18:30:00,2016-05-07 18:50:44,4,-74.0139923095703,40.71232986450195,-74.0001449584961,40.72357940673828,N,1244,20.733333333333334,18,Saturday,1.7096806764939045
id2586833,1,2016-01-27 20:41:20,2016-01-27 20:47:30,1,-73.97615814208984,40.759708404541016,-73.98178100585938,40.74928283691406,N,370,6.166666666666667,20,Wednesday,1.2515022589496878
id2507289,1,2016-04-01 22:56:01,2016-04-01 22:59:13,1,-73.94338989257811,40.74671173095703,-73.95613098144531,40.7441291809082,N,192,3.2,22,Friday,1.1104030137128165
id3389132,1,2016-02-19 22:53:23,2016-02-19 23:02:11,1,-74.00125122070312,40.74646759033203,-73.99192047119139,40.77070999145508,N,528,8.8,22,Friday,2.806094835625199
id1780401,1,2016-03-17 22:56:23,2016-03-17 23:14:15,1,-73.9876480102539,40.74993133544922,-73.99607849121092,40.713497161865234,N,1072,17.866666666666667,22,Thursday,4.110518649150534
id1028806,2,2016-05-11 17:52:21,2016-05-11 17:54:45,2,-73.96912384033203,40.76655197143555,-73.9640884399414,40.773601531982415,N,144,2.4,17,Wednesday,0.8906594151267887
id1271684,2,2016-04-23 19:23:18,2016-04-23 19:39:31,6,-73.96599578857422,40.794727325439446,-73.99571990966798,40.75901412963867,N,973,16.216666666666665,19,Saturday,4.691113048986912
id2113236,2,2016-02-01 15:34:40,2016-02-01 15:43:15,1,-73.9369125366211,40.798198699951165,-73.95520782470702,40.776809692382805,N,515,8.583333333333334,15,Monday,2.8317699190116543
id3518399,1,2016-01-22 14:59:56,2016-01-22 15:06:04,1,-73.95420837402342,40.77867889404297,-73.9579086303711,40.77552795410156,N,368,6.133333333333334,14,Friday,0.468572062921142
id0902921,2,2016-03-12 15:40:08,2016-03-12 15:50:49,1,-73.98215484619139,40.76387786865234,-73.98956298828125,40.752307891845696,N,641,10.683333333333334,15,Saturday,1.428953651998193
id1370093,1,2016-03-18 21:43:49,2016-03-18 21:50:21,1,-73.9763946533203,40.744190216064446,-73.96577453613281,40.75811004638672,N,392,6.533333333333333,21,Friday,1.7866221541419447
id3332584,2,2016-03-02 15:16:00,2016-03-02 15:23:31,5,-73.97026062011719,40.7563705444336,-73.97985076904298,40.76068878173828,N,451,7.516666666666667,15,Wednesday,0.9390972636247218
id1854819,1,2016-04-14 17:08:06,2016-04-14 17:46:05,1,-73.95148468017578,40.78513717651367,-74.00346374511719,40.75644302368164,N,2279,37.983333333333334,17,Thursday,5.413257357251013
id0957068,1,2016-06-11 09:11:04,2016-06-11 09:16:31,2,-73.98054504394531,40.76451873779297,-73.99064636230467,40.75706481933594,N,327,5.45,9,Saturday,1.1870180271770827
id0076793,1,2016-03-10 14:42:59,2016-03-10 15:08:01,1,-74.00865936279298,40.70425415039063,-73.95323181152342,40.77263259887695,N,1502,25.033333333333335,14,Thursday,8.917319240663796
id1206984,2,2016-03-11 11:19:37,2016-03-11 11:31:10,6,-73.98271942138672,40.756938934326165,-73.97290802001953,40.75484085083008,N,693,11.55,11,Friday,0.8581729848369961
id2430696,2,2016-04-20 19:05:47,2016-04-20 19:11:20,2,-73.96672058105469,40.75728988647461,-73.97296142578125,40.74847030639648,N,333,5.55,19,Wednesday,1.1120041898633926
id0245604,1,2016-03-25 21:14:31,2016-03-25 21:23:37,3,-73.98783874511719,40.743873596191406,-74.00421142578125,40.74271011352539,N,546,9.1,21,Friday,1.384515043264467
id0885895,1,2016-06-07 21:22:25,2016-06-07 21:44:42,2,-73.95751190185547,40.77012634277344,-74.00344848632812,40.74343490600586,N,1337,22.283333333333335,21,Tuesday,4.873342514962284
id0939041,2,2016-02-26 20:06:18,2016-02-26 20:22:41,1,-73.98109436035155,40.74470520019531,-74.00700378417967,40.71904754638672,N,983,16.383333333333333,20,Friday,3.590194966632218
id0541620,1,2016-04-08 15:56:46,2016-04-08 16:05:27,1,-73.98223114013672,40.778507232666016,-73.96894836425781,40.78768157958984,N,521,8.683333333333334,15,Friday,1.512784154397355
id1352587,1,2016-02-24 11:18:58,2016-02-24 11:37:14,1,-73.98508453369139,40.73646545410156,-74.00379180908203,40.73122787475586,N,1096,18.266666666666666,11,Wednesday,1.6793307847808336
id0703306,1,2016-05-02 00:57:44,2016-05-02 01:10:38,1,-74.00414276123048,40.7130012512207,-73.93869018554686,40.71754837036133,N,774,12.9,0,Monday,5.536076901269152
id3775677,2,2016-03-12 22:52:10,2016-03-12 23:17:38,4,-73.98432922363281,40.76190185546875,-73.95865631103516,40.730518341064446,N,1528,25.466666666666665,22,Saturday,4.102951919341723
id0403482,1,2016-06-21 23:55:08,2016-06-22 00:00:00,4,-73.95858764648438,40.8008918762207,-73.97208404541014,40.78463363647461,N,292,4.866666666666666,23,Tuesday,2.133874838786476
id1703895,1,2016-06-01 09:58:05,2016-06-01 10:02:24,1,-73.97889709472656,40.74991226196289,-73.98306274414062,40.755706787109375,N,259,4.316666666666666,9,Wednesday,0.7332105302537085
id2164047,2,2016-05-14 22:01:43,2016-05-14 22:04:54,1,-73.97236633300781,40.745235443115234,-73.96533203125,40.75575256347656,N,191,3.183333333333333,22,Saturday,1.310178789820647
id0130815,1,2016-04-30 12:39:35,2016-04-30 12:55:44,2,-73.96351623535155,40.75761413574219,-74.00933074951173,40.71479034423828,N,969,16.15,12,Saturday,6.125993394418848
id3374244,2,2016-03-02 12:04:05,2016-03-02 12:25:00,1,-73.95497131347656,40.77768325805664,-73.94276428222656,40.81132125854492,N,1255,20.916666666666668,12,Wednesday,3.8765292288819624
id3544847,2,2016-06-18 11:39:33,2016-06-18 12:04:55,1,-73.97267150878906,40.7806510925293,-74.00540924072266,40.73705673217773,N,1522,25.366666666666667,11,Saturday,5.573333732102758
id0898322,2,2016-04-27 19:53:42,2016-04-27 20:03:05,2,-73.988525390625,40.72011947631836,-73.98000335693358,40.726757049560554,N,563,9.383333333333333,19,Wednesday,1.0291561706987427
id1450673,1,2016-05-21 06:25:35,2016-05-21 06:29:14,1,-73.96392059326173,40.75706100463867,-73.95226287841797,40.77302551269531,N,219,3.65,6,Saturday,2.027310735363529
id0167070,1,2016-05-02 22:19:38,2016-05-02 22:33:02,1,-73.9875717163086,40.75055313110352,-73.96331024169923,40.762031555175774,N,804,13.4,22,Monday,2.407857305044737
id3065511,1,2016-04-09 19:34:53,2016-04-09 20:10:42,1,-73.9902801513672,40.767135620117195,-73.9954376220703,40.72178649902344,N,2149,35.81666666666667,19,Saturday,5.058098411159226
id2426527,1,2016-03-12 08:54:40,2016-03-12 09:00:33,1,-73.93372344970702,40.802860260009766,-73.9446563720703,40.80865859985352,N,353,5.883333333333334,8,Saturday,1.1228796423126022
id3178277,2,2016-05-01 16:02:58,2016-05-01 16:17:28,1,-73.9979019165039,40.72404098510742,-73.99482727050781,40.7453498840332,N,870,14.5,16,Sunday,2.3820648500610657
id2183923,2,2016-03-26 20:54:03,2016-03-26 21:09:06,1,-73.98082733154298,40.75014114379882,-73.9983901977539,40.72275161743164,N,903,15.05,20,Saturday,3.3839041509080854
id3753072,1,2016-03-31 16:29:24,2016-03-31 16:40:40,1,-73.9720687866211,40.75991821289063,-73.95513916015625,40.777320861816406,N,676,11.266666666666667,16,Thursday,2.4020720394419657
id0697333,2,2016-06-09 00:15:15,2016-06-09 00:26:04,1,-73.99356079101561,40.754779815673835,-74.01558685302734,40.76898956298828,N,649,10.816666666666666,0,Thursday,2.435252445878242
id2436349,2,2016-04-18 11:12:26,2016-04-18 11:22:52,1,-73.97769927978516,40.74240112304688,-73.9986572265625,40.737838745117195,N,626,10.433333333333334,11,Monday,1.8359857650054257
id3675702,1,2016-05-25 19:55:47,2016-05-25 20:01:17,1,-73.9713134765625,40.795513153076165,-73.96981811523438,40.78451919555664,N,330,5.5,19,Wednesday,1.228165636651073
